"Time [min]"	"Agitated pH 8 rep 1"	"Agitated pH 8 rep 2"	"Agitated pH 8 rep 3"	"Agitated pH 8 rep 4"	"Agitated pH 8 rep 5"	"Agitated pH 8 rep 6"	"Agitated pH 8 rep 7"	"Agitated pH 8 rep 8"	"Idle pH 8 rep 1"	"Idle pH 8 rep 2"	"Idle pH 8 rep 3"	"Idle pH 8 rep 4"	"Idle pH 8 rep 5"	"Idle pH 8 rep 6"	"Idle pH 8 rep 7"	"Idle pH 8 rep 8"	"Fit agitated"	"Fit idle"
15.2166667	0.00288310326751719	-0.00542573970918035	0.0125018942263979	0.00235970798613658	-0.0158742214795687	0.00266292922214449	-0.00386832524271838	-0.00488852677579432										
15.4	-0.00585357330071625	-0.0112131953989727	0.00189422639793908	0.00530934296880748	0.0160261279052103	0.0278906797477226	0.00826759708737871	-0.00933264202651649										
15.5833333	0.00463043858116388	0.00180857990306012	0.00340960751629035	-0.0064891969618761	-0.0189123499924048	-0.00154169586545187	-0.00386832524271838	0.0128879342270944										
15.7666667	-0.00585357330071625	-0.00253201186428416	-0.00719806031216851	0.00678416046014292	-0.00220264317180624	0.0208829712683954	0.0143355582524273	0.00399970372565002										
15.95	0.0133671151493973	-0.00253201186428416	-0.00265191695711471	-0.0168129194012242	-0.00524077168464233	0.00126138752627903	-0.00538531553398051	-0.00933264202651649										
16.1333333	-0.0163375851825964	-0.0184475150112132	0.0215941809365055	-0.0123884669272179	0.00843080662312009	0.0138752627890681	0.0143355582524273	-0.00636989852603504										
16.3166667	0.00113576795387051	0.0047023077479563	0.00947113198969541	0.00973379544281382	0.0114689351359562	0.00126138752627903	0.00978458737864085	0.00399970372565002										
16.5	-0.0110955792416563	-0.00108514794183607	0.0155326564631005	-0.00501437947054066	-0.00068357891538819	-0.0155571128241064	-0.0205552184466019	0.0114065624768536										
16.6833333	0.00113576795387051	0.0177240830499891	0.00644036975299288	0.00383452547747203	-0.0249886070180769	0.00266292922214449	-0.00993628640776692	-0.0034071550255536										
16.8666667	-0.0250742617508298	0.000361715980612023	-0.0162903470222761	-0.009438831944547	-0.00372170742822428	-0.000140154169586418	-0.00235133495145624	0.00399970372565002										
17.05	-0.00410623798706956	-0.0285755624683498	0.00644036975299288	0.0171078828994911	0.0145070636487923	-0.00854940434477913	0.00978458737864085	-0.00785127027627576										
17.2333333	0.0290931329722175	0.0191709469724372	-0.0284133959690862	0.00678416046014292	0.0190642564180464	-0.00574632095304823	0.0234375000000001	0.0128879342270944										
17.4166667	-0.00585357330071625	0.0321927222744701	0.000378845279587816	0.0171078828994911	0.005392678110284	-0.0141555711282409	0.00978458737864085	-0.00488852677579432										
17.6	0.0255984623449241	0.014830355205093	-0.00113653583876345	-0.0123884669272179	-0.0204314142488228	-0.0169586545199718	-0.0190382281553397	0.0262202799792609										
17.7833333	-0.0198322558098898	0.00325544382550821	-0.0117442036672223	0.00973379544281382	0.005392678110284	-0.00294323756131732	-0.00993628640776692	-0.00636989852603504										
17.9666667	-0.0198322558098898	0.0162772191275411	-0.010228822548871	-0.0064891969618761	0.0160261279052103	-0.00714786264891368	0.0173695388349515	-0.0034071550255536										
18.15	0.00987244452210395	0.000361715980612023	-0.00568267919381724	0.00383452547747203	-0.00827890019747842	-0.00854940434477913	-0.0129702669902912	0.00103696022516857										
18.3333333	0.0116197798357506	-0.0112131953989727	-0.0178057281406274	0.000884890494801134	0.0114689351359562	-0.00294323756131732	-0.0160042475728155	-0.00933264202651649										
18.5166667	-0.000611567359776182	-0.0141069232438689	0.00644036975299288	0.0156330654081556	-0.0158742214795687	-0.000140154169586418	0.00068264563106803	-0.00044441152507215										
18.7	0.015114450463044	-0.015553787166317	0.0170480375814517	-0.0300862768232433	0.00843080662312009	0.0138752627890681	-0.00386832524271838	-0.0108140137767572										
18.8833333	-0.00585357330071625	0.0119366273601968	-0.00871344143051977	-0.0256618243492369	0.00691174236670204	0.0124737210932027	-0.0190382281553397	0.00844381897637219										
19.0666667	0.00288310326751719	-0.00108514794183607	-0.026898014850735	-0.0271366418405724	-0.00979796445389647	0.0152768044849336	-0.0144872572815533	-0.0034071550255536										
19.25	-0.00760090861436293	-0.00108514794183607	-0.0193211092589786	-0.0064891969618761	-0.0189123499924048	0.00546601261387539	0.0204035194174758	-0.00933264202651649										
19.4333333	-0.00585357330071625	0.014830355205093	0.00492498863464161	-0.0271366418405724	-0.0158742214795687	-0.0155571128241064	0.00219963592233017	-0.0285904747796459										
19.6166667	0.00637777389481057	-0.0198943789336613	-0.00568267919381724	-0.0109136494358824	-0.00524077168464233	-0.00995094604064458	-0.0129702669902912	-0.0122953855269979										
19.8	-0.00235890267342287	0.000361715980612023	-0.0284133959690862	-0.00206474448786976	-0.00372170742822428	-0.0239663629992991	-0.00690230582524265	-0.0315532182801273										
19.9833333	-0.000611567359776182	0.0133834912826449	-0.026898014850735	0.0112086129341493	-0.0143551572231506	-0.000140154169586418	0.00219963592233017	-0.00785127027627576										
20.1666667	-0.00934824392800962	-0.0387036099254865	-0.00719806031216851	-0.0315610943145787	-0.00524077168464233	-0.00854940434477913	-0.00993628640776692	-0.00933264202651649										
20.35	-0.000611567359776182	-0.00542573970918035	-0.0178057281406274	-0.0123884669272179	0.000835485341029857	-0.00294323756131732	0.0143355582524273	0.00103696022516857										
20.5333333	-0.0338109383190633	-0.015553787166317	0.00795575087134414	-0.0256618243492369	-0.026507671274495	-0.00294323756131732	-0.0144872572815533	0.0114065624768536										
20.7166667	-0.0285689323781232	-0.0198943789336613	0.00947113198969541	-0.0286114593319078	-0.0113170287103145	-0.00154169586545187	-0.00386832524271838	0.0114065624768536										
20.9	-0.0110955792416563	0.00325544382550821	0.00340960751629035	-0.052208539193275	-0.026507671274495	0.0124737210932027	-0.0144872572815533	0.00992519072661291										
21.0833333	-0.012842914555303	-0.0401504738479346	0.000378845279587816	0.00678416046014292	-0.028026735530913	0.00967063770147175	0.0249544902912622	-0.00785127027627576										
21.2666667	0.00113576795387051	-0.0329161542356941	0.0140172753447492	-0.0359855467885851	-0.0173932857359867	0.00967063770147175	-0.0251061893203883	-0.049329679283016										
21.45	-0.0250742617508298	-0.0227881067785575	0.00644036975299288	-0.0345107292972496	0.000835485341029857	-0.0127540294323755	0.00675060679611657	-0.00933264202651649										
21.6333333	0.0186091210903374	-0.00108514794183607	0.000378845279587816	-0.0153381019098888	-0.00220264317180624	0.00546601261387539	-0.00690230582524265	-0.00488852677579432										
21.8166667	-0.00585357330071625	-0.00108514794183607	0.0125018942263979	-0.0109136494358824	-0.0462555066079296	0.00967063770147175	-0.022072208737864	-0.0034071550255536										
22	0.00113576795387051	0.00904289951530059	-0.0147749659039248	-0.00206474448786976	-0.0234695427616589	-0.00574632095304823	-0.0357251213592232	-0.0108140137767572										
22.1833333	-0.0198322558098898	-0.00976633147652463	-0.0238672526140324	-0.0168129194012242	-0.0158742214795687	-0.00434477925718277	-0.0190382281553397	-0.00636989852603504										
22.3666667	-0.012842914555303	-0.0213412428561094	-0.0117442036672223	-0.0153381019098888	-0.0219504785052408	0.0110721793973372	-0.0190382281553397	-0.00785127027627576										
22.55	-0.0163375851825964	-0.015553787166317	0.0140172753447492	-0.0123884669272179	0.00843080662312009	0.00406447091800994	0.0188865291262137	0.0114065624768536										
22.7333333	-0.0547789620828235	-0.0141069232438689	-0.0193211092589786	-0.0271366418405724	0.005392678110284	0.00967063770147175	-0.0235891990291261	-0.0241463595289237										
22.9166667	0.00812510920845726	-0.0112131953989727	-0.00416729807546598	-0.0330359118059142	-0.00675983594106038	0.00406447091800994	-0.000834344660194106	-0.00636989852603504										
23.1	0.015114450463044	-0.015553787166317	-0.0223518714956812	-0.0123884669272179	-0.0310648640437491	0.00406447091800994	0.0158525485436894	-0.022664987778683										
23.2833333	0.00288310326751719	-0.00397887578673226	-0.0253826337323837	-0.0064891969618761	-0.00827890019747842	-0.0155571128241064	0.00675060679611657	-0.0152581290274794										
23.4666667	0.00113576795387051	-0.0184475150112132	-0.0132595847855736	-0.0256618243492369	-0.00827890019747842	-0.0197617379117027	0.00219963592233017	0.0025183319754093										
23.65	0.0133671151493973	0.000361715980612023	-0.00719806031216851	0.000884890494801134	-0.0219504785052408	-0.00154169586545187	-0.0114532766990291	-0.00785127027627576										
23.8333333	0.0221037917176308	-0.0242349707010056	-0.010228822548871	-0.0109136494358824	-0.0295457997873311	0.0110721793973372	-0.00690230582524265	-0.0271091030294052										
24.0166667	-0.0110955792416563	-0.015553787166317	0.00492498863464161	-0.009438831944547	-0.00979796445389647	0.0110721793973372	-0.0342081310679611	-0.022664987778683										
24.2	-0.0110955792416563	-0.0285755624683498	0.00947113198969541	-0.0212373718752306	-0.0204314142488228	-0.00154169586545187	-0.0160042475728155	-0.0211836160284423										
24.3833333	-0.00235890267342287	-0.0285755624683498	0.00189422639793908	0.00383452547747203	0.005392678110284	-0.00995094604064458	-0.0190382281553397	-0.0108140137767572										
24.5666667	0.0116197798357506	-0.0271286985459018	-0.00871344143051977	-0.0345107292972496	-0.00068357891538819	0.0082690960056063	0.00675060679611657	-0.0256277312791644										
24.75	-0.00410623798706956	-0.0112131953989727	-0.00719806031216851	-0.0212373718752306	-0.0295457997873311	0.00266292922214449	0.00826759708737871	-0.0330345900303681										
24.9333333	-0.012842914555303	-0.0126600593214208	-0.0132595847855736	-0.0374603642799205	-0.0173932857359867	-0.0141555711282409	-0.0296571601941747	-0.0167395007777201										
25.1166667	-0.0338109383190633	-0.00976633147652463	-0.0162903470222761	-0.0153381019098888	-0.0189123499924048	0.0138752627890681	-0.0357251213592232	-0.0419228205318124										
25.3	-0.0250742617508298	-0.0444910656152789	-0.0253826337323837	-0.0064891969618761	-0.0204314142488228	0.00406447091800994	-0.0144872572815533	-0.00785127027627576										
25.4833333	-0.0303162676917699	-0.0213412428561094	-0.0117442036672223	-0.0286114593319078	-0.0219504785052408	0.00126138752627903	-0.0387591019417475	0.0173320494778165										
25.6666667	-0.00760090861436293	-0.0256818346234537	-0.010228822548871	-0.009438831944547	-0.00979796445389647	0.00266292922214449	-0.00386832524271838	-0.0122953855269979										
25.85	0.0186091210903374	-0.0112131953989727	-0.00416729807546598	-0.022712189366566	-0.0113170287103145	0.0180798878766645	-0.0235891990291261	-0.0211836160284423										
26.0333333	0.00288310326751719	-0.00687260363162844	0.00189422639793908	-0.009438831944547	-0.0173932857359867	0.00967063770147175	-0.0281401699029125	-0.0167395007777201										
26.2166667	-0.0198322558098898	-0.0170006510887651	-0.00568267919381724	-0.0271366418405724	-0.0143551572231506	0.00967063770147175	-0.0311741504854368	-0.00636989852603504										
26.4	-0.0215795911235364	0.0104897634377487	-0.00568267919381724	-0.0300862768232433	-0.0143551572231506	-0.00574632095304823	-0.0175212378640776	-0.0034071550255536										
26.5833333	-0.00934824392800962	-0.00687260363162844	-0.0223518714956812	-0.0448344517365977	0.005392678110284	-0.000140154169586418	-0.0372421116504854	-0.0197022442782015										
26.7666667	-0.0215795911235364	0.00904289951530059	-0.00871344143051977	-0.0153381019098888	-0.0249886070180769	-0.000140154169586418	-0.0114532766990291	-0.00933264202651649										
26.95	-0.00760090861436293	-0.0141069232438689	-0.00113653583876345	-0.0271366418405724	-0.00675983594106038	0.00686755430974084	-0.0175212378640776	-0.0137767572772387										
27.1333333	-0.00410623798706956	-0.0242349707010056	-0.010228822548871	-0.0271366418405724	-0.0386601853258394	0.00967063770147175	-0.0281401699029125	0.00399970372565002										
27.3166667	-0.00760090861436293	-0.00831946755407654	-0.0223518714956812	-0.0212373718752306	-0.0219504785052408	0.00967063770147175	-0.0235891990291261	-0.0137767572772387										
27.5	-0.000611567359776182	-0.0112131953989727	-0.0193211092589786	-0.009438831944547	-0.00827890019747842	-0.00854940434477913	-0.0281401699029125	-0.00933264202651649										
27.6833333	-0.0285689323781232	-0.0401504738479346	-0.00871344143051977	0.0171078828994911	-0.0173932857359867	-0.00854940434477913	-0.00386832524271838	-0.0152581290274794										
27.8666667	0.00463043858116388	-0.0227881067785575	-0.00719806031216851	-0.009438831944547	-0.0204314142488228	-0.00154169586545187	-0.00841929611650478	-0.0167395007777201										
28.05	-0.0110955792416563	-0.0271286985459018	-0.00568267919381724	-0.0271366418405724	-0.0173932857359867	0.00406447091800994	-0.00690230582524265	-0.00785127027627576										
28.2333333	0.0116197798357506	-0.0415973377703827	-0.0420518260342476	-0.0315610943145787	-0.028026735530913	0.0082690960056063	0.0037166262135923	-0.0434041922820531										
28.4166667	-0.0180849204962431	-0.00976633147652463	0.00492498863464161	-0.009438831944547	-0.0341029925565852	-0.000140154169586418	-0.022072208737864	0.0025183319754093										
28.6	-0.0268215970644765	-0.0184475150112132	0.0200787998181543	-0.0433596342452623	-0.00068357891538819	0.00967063770147175	-0.00841929611650478	-0.00933264202651649										
28.7833333	-0.0145902498689497	-0.0329161542356941	0.00644036975299288	-0.0123884669272179	-0.00524077168464233	0.0194814295725299	-0.00538531553398051	-0.00192578327531287										
28.9666667	0.00812510920845726	-0.0141069232438689	0.0246249431732081	-0.0168129194012242	-0.00827890019747842	0.00126138752627903	-0.00841929611650478	-0.0122953855269979										
29.15	0.0186091210903374	-0.0227881067785575	0.0109865131080467	-0.0330359118059142	-0.0113170287103145	-0.00714786264891368	-0.0342081310679611	0.00103696022516857										
29.3333333	0.0168617857766907	-0.0227881067785575	0.0337172298833157	-0.0345107292972496	-0.00827890019747842	0.0208829712683954	-0.0205552184466019	-0.0152581290274794										
29.5166667	0.00113576795387051	0.0104897634377487	0.0276557054099106	-0.00206474448786976	-0.00675983594106038	0.00967063770147175	0.00978458737864085	-0.022664987778683										
29.7	-0.0355582736327099	-0.015553787166317	0.0200787998181543	-0.0241870068579015	0.005392678110284	0.00546601261387539	-0.00841929611650478	-0.0167395007777201										
29.8833333	-0.012842914555303	-0.0141069232438689	0.00340960751629035	-0.0477840867192686	-0.00827890019747842	0.00266292922214449	-0.0235891990291261	-0.0330345900303681										
30.0666667	-0.012842914555303	0.00180857990306012	0.018563418699803	-0.0330359118059142	-0.00068357891538819	0.0236860546601263	-0.0311741504854368	-0.0211836160284423										
30.25	-0.0303162676917699	-0.0372567460030384	0.0261403242915593	-0.0197625543838951	0.0205833206744645	0.00967063770147175	-0.00690230582524265	-0.0152581290274794										
30.4333333	-0.0163375851825964	-0.0300224263907979	0.00947113198969541	-0.0212373718752306	-0.00068357891538819	0.00686755430974084	-0.0175212378640776	-0.0197022442782015										
30.6166667	-0.0250742617508298	-0.0126600593214208	-0.00265191695711471	-0.0241870068579015	-0.0158742214795687	0.00967063770147175	-0.0190382281553397	-0.0197022442782015										
30.8	0.00812510920845726	-0.0170006510887651	0.0246249431732081	0.00530934296880748	-0.00220264317180624	0.00546601261387539	-0.0160042475728155	-0.00785127027627576										
30.9833333	-0.0145902498689497	-0.015553787166317	0.0231095620548568	-0.00501437947054066	0.005392678110284	0.00126138752627903	-0.0387591019417475	-0.0108140137767572										
31.1666667	-0.0110955792416563	-0.0415973377703827	0.0306864676466131	0.00383452547747203	-0.00675983594106038	0.00266292922214449	-0.022072208737864	-0.0359973335308495										
31.35	-0.0268215970644765	-0.0213412428561094	0.0276557054099106	0.0171078828994911	0.0023545495974479	0.0250875963559917	-0.00538531553398051	-0.0434041922820531										
31.5333333	0.0238511270312775	-0.0517253852275193	0.0200787998181543	0.0185827003908265	0.00387361385386595	0.0222845129642608	-0.0129702669902912	-0.0167395007777201										
31.7166667	-0.0180849204962431	-0.015553787166317	0.0276557054099106	0.000884890494801134	0.00387361385386595	-0.0225648213034336	-0.0175212378640776	-0.0152581290274794										
31.9	0.00463043858116388	-0.015553787166317	0.0170480375814517	0.0171078828994911	0.000835485341029857	-0.00434477925718277	-0.0129702669902912	-0.00785127027627576										
32.0833333	-0.0442949502009434	-0.0242349707010056	0.0215941809365055	0.0126834304254847	-0.00372170742822428	0.0222845129642608	-0.0205552184466019	-0.0108140137767572										
32.2666667	-0.00585357330071625	-0.0198943789336613	0.0352326110016669	0.00825897795147837	0.0236214491873006	-0.000140154169586418	-0.0190382281553397	-0.0137767572772387										
32.45	0.0116197798357506	0.0235115387397815	0.0306864676466131	0.0303812403215101	-0.0128360929667326	0.00546601261387539	-0.0205552184466019	-0.00785127027627576										
32.6333333	-0.00410623798706956	0.0278521305071258	0.0246249431732081	0.0185827003908265	0.00843080662312009	0.0348983882270499	-0.0311741504854368	-0.00488852677579432										
32.8166667	-0.00410623798706956	0.0365333140418144	0.0155326564631005	0.00825897795147837	0.0129879993923742	0.0264891380518572	-0.0235891990291261	-0.00636989852603504										
33	0.0238511270312775	0.00759603559285249	0.0276557054099106	0.0156330654081556	-0.00220264317180624	0.0138752627890681	-0.0266231796116504	-0.0122953855269979										
33.1833333	0.0168617857766907	0.0119366273601968	0.0503864221851796	0.0230071528648328	0.0023545495974479	0.0180798878766645	-0.0160042475728155	-0.0108140137767572										
33.3666667	-0.0198322558098898	0.0408739058091586	0.0276557054099106	0.0230071528648328	-0.00068357891538819	0.032095304835319	-0.0114532766990291	-0.0256277312791644										
33.55	-0.00410623798706956	0.0336395861969182	0.0337172298833157	0.0141582479168202	0.0023545495974479	-0.00154169586545187	0.0037166262135923	-0.00488852677579432										
33.7333333	-0.000611567359776182	0.0379801779642625	0.0397787543567207	0.0244819703561683	0.0175451921616284	0.0377014716187808	-0.0281401699029125	-0.0034071550255536										
33.9166667	0.00113576795387051	0.0264052665846777	0.0200787998181543	0.0451294152348646	-0.0128360929667326	-0.02676944639103	-0.000834344660194106	0.0188134212280573										
34.1	0.00637777389481057	0.0408739058091586	0.0337172298833157	0.0141582479168202	0.0129879993923742	0.0138752627890681	-0.0160042475728155	-0.0122953855269979										
34.2833333	0.0133671151493973	0.0206178108948853	0.0458402788301258	0.0407049627608582	-0.00979796445389647	0.0138752627890681	-0.0266231796116504	0.0217761647285387										
34.4666667	-0.0110955792416563	0.046661361498951	0.0609940900136384	0.0244819703561683	0.0160261279052103	0.0180798878766645	-0.0175212378640776	-0.0330345900303681										
34.65	-0.0268215970644765	0.0408739058091586	0.0443248977117745	0.033330875304181	0.0114689351359562	0.0348983882270499	-0.0205552184466019	-0.0211836160284423										
34.8333333	-0.0110955792416563	0.0437676336540548	0.0337172298833157	0.0421797802521937	0.0160261279052103	0.0250875963559917	0.00675060679611657	-0.0300718465298866										
35.0166667	-0.0145902498689497	0.0379801779642625	0.0322018487649644	0.0215323353734974	0.000835485341029857	0.0124737210932027	-0.0190382281553397	-0.0182208725279608										
35.2	0.015114450463044	0.0394270418867105	0.0549325655402334	0.0436545977435291	0.0114689351359562	0.0082690960056063	-0.0235891990291261	-0.0315532182801273										
35.3833333	0.0168617857766907	0.0408739058091586	0.0428095165934232	0.0436545977435291	0.0114689351359562	0.00686755430974084	-0.0114532766990291	-0.0315532182801273										
35.5666667	-0.00760090861436293	0.0321927222744701	0.0352326110016669	0.033330875304181	0.0296977062129727	0.0236860546601263	0.00826759708737871	-0.0167395007777201										
35.75	0.00463043858116388	0.0452144975765029	0.0503864221851796	0.0318560578128455	0.0205833206744645	0.0362999299229153	-0.00690230582524265	-0.00044441152507215										
35.9333333	-0.000611567359776182	0.0365333140418144	0.0443248977117745	0.0289064228301746	0.0175451921616284	0.0110721793973372	-0.022072208737864	-0.00636989852603504										
36.1166667	0.037829809540451	0.0350864501193663	0.0488710410668283	0.0362805102868519	-0.00827890019747842	0.0180798878766645	-0.0235891990291261	-0.0271091030294052										
36.3	0.0448191507950377	0.0510019532662953	0.0488710410668283	0.0274316053388392	0.0175451921616284	0.0180798878766645	-0.0266231796116504	-0.00785127027627576										
36.4833333	-0.00410623798706956	0.0654705924907762	0.0488710410668283	0.0407049627608582	-0.00068357891538819	0.0391030133146462	-0.0235891990291261	-0.00192578327531287										
36.6666667	0.0465664861086844	0.061130000723432	0.0549325655402334	0.0259567878475037	0.0236214491873006	0.0334968465311844	-0.0144872572815533	-0.0034071550255536										
36.85	0.015114450463044	0.0235115387397815	0.0594787088952872	0.0584027726568836	0.0190642564180464	0.0194814295725299	-0.0114532766990291	-0.0122953855269979										
37.0333333	0.00812510920845726	0.0495550893438472	0.070086376723746	0.0303812403215101	0.037293027495063	0.0222845129642608	-0.00235133495145624	0.0143693059773351										
37.2166667	0.0290931329722175	0.0321927222744701	0.0640248522503409	0.0436545977435291	0.0251405134437186	0.0180798878766645	-0.0160042475728155	0.0188134212280573										
37.4	0.0238511270312775	0.06257686464588	0.09887861797242	0.0525035026915418	0.0129879993923742	0.032095304835319	-0.0281401699029125	0.00103696022516857										
37.5833333	0.0343351389131576	0.0524488171887434	0.0670556144870435	0.0480790502175354	0.0266595777001366	0.0082690960056063	-0.0144872572815533	-0.0182208725279608										
37.7666667	0.00463043858116388	0.0495550893438472	0.0625094711319897	0.0510286852002063	0.0433692845207352	-0.000140154169586418	0.00523361650485444	-0.00933264202651649										
37.95	0.0255984623449241	0.0379801779642625	0.0852401879072587	0.0466042327262	0.00843080662312009	0.0489138051857044	-0.000834344660194106	0.0025183319754093										
38.1333333	0.0255984623449241	0.0524488171887434	0.0776632823155023	0.059877590148219	0.0540027343156615	0.016678346180799	0.0264714805825243	-0.0122953855269979										
38.3166667	-0.000611567359776182	0.0596831368009839	0.0776632823155023	0.0510286852002063	0.0296977062129727	0.00686755430974084	-0.00386832524271838	-0.0167395007777201										
38.5	0.0308404682858642	0.0640237285683281	0.0655402333686922	0.0554531376742127	0.0251405134437186	0.0362999299229153	0.00826759708737871	-0.0167395007777201										
38.6833333	0.0221037917176308	0.0481082254213991	0.0897863312623125	0.0392301452695228	0.0631171198541698	0.047512263489839	-0.000834344660194106	0.00399970372565002										
38.8666667	0.037829809540451	0.0510019532662953	0.0670556144870435	0.0539783201828772	0.0266595777001366	0.0503153468815699	-0.0175212378640776	-0.0197022442782015										
39.05	0.00812510920845726	0.0278521305071258	0.0776632823155023	0.0362805102868519	0.0114689351359562	0.0362999299229153	-0.0205552184466019	0.00399970372565002										
39.2333333	0.0500611567359778	0.0510019532662953	0.0579633277769359	0.0466042327262	0.0357739632386449	0.0433076384022426	-0.00386832524271838	0.00399970372565002										
39.4166667	0.00812510920845726	0.0394270418867105	0.0776632823155023	0.0525035026915418	0.0357739632386449	0.0334968465311844	-0.0114532766990291	-0.00933264202651649										
39.6	0.0413244801677443	0.0452144975765029	0.0761479011971511	0.0495538677088709	0.0327358347258088	0.0461107217939735	-0.00386832524271838	-0.0359973335308495										
39.7833333	0.0308404682858642	0.0437676336540548	0.0746325200787998	0.0790502175355798	0.0540027343156615	0.0306937631394535	-0.00841929611650478	-0.00488852677579432										
39.9666667	0.0325878035995109	0.0481082254213991	0.0806940445522049	0.059877590148219	0.038812091751481	0.0306937631394535	-0.0114532766990291	0.00548107547589074										
