"Time [min]"	"Agitated seeds rep 1"	"Agitated seeds rep 2"	"Agitated seeds rep 3"	"Agitated seeds rep 4"	"Idle seeds rep 1"	"Idle seeds rep 2"	"Idle seeds rep 3"	"Idle seeds rep 4"	"idle fits"	"agitated fits"
0			0.508649751596877							
0.23333333			0.491350248403123							
0.46666667			0.498003903477644							
0.7			0.519295599716111							
0.93333333			0.49667317246274							
1.16666667	0.5		0.513972675656494							
1.4	0.510390689941812		0.507319020581973			0.505023183925811				
1.63333333	0.525234532715829		0.494011710432931			0.482998454404946				
1.86666667	0.550469065431659	0.48233556012333	0.519295599716111	0.498829405337912		0.511978361669243				
2.1	0.544531528322052	0.51766443987667	0.536595102909865	0.505072576869049		0.520092735703246				
2.33333333	0.511875074219214	0.519270298047276	0.488688786373314	0.480099890744498		0.536321483771252				
2.56666667	0.528203301270633	0.528905447070915	0.507319020581973	0.515998127048541	0.505769165507178	0.513137557959814		0.502459758353339		
2.8	0.5	0.541752312435766	0.523287792760823	0.501950991103481	0.500678725353786	0.49806800618238		0.497540241646661		
3.03333333	0.485156157225983	0.532117163412127	0.559217530163236	0.525362884345247	0.493552109139037	0.532843894899536		0.48376559486796		
3.26666667	0.546015912599454	0.522482014388489	0.495342441447835	0.551896363352583	0.521040485967353	0.514296754250386		0.504427565036011		
3.5	0.526718916993231	0.57065775950668	0.515303406671398	0.515998127048541	0.514931957783283	0.505023183925811		0.502459758353339		
3.73333333	0.559375371096069	0.528905447070915	0.543248757984386	0.51911971281411	0.502714901415142	0.532843894899536		0.477862174819946		
3.96666667	0.544531528322052	0.544964028776978	0.532602909865153	0.542531606055876	0.505769165507178	0.530525502318392	0.494948984745934	0.514266598449368		
4.2	0.54304714404465	0.562628468653649	0.521957061745919	0.544092398938661	0.506787253537856	0.495749613601236	0.505051015254066	0.506395371718682		
4.43333333	0.529687685548035	0.541752312435766	0.535264371894961	0.530045262993601	0.507805341568534	0.517774343122102	0.501262753813516	0.489669014915975		
4.66666667	0.540078375489847	0.562628468653649	0.523287792760823	0.536288434524739	0.525112838090067	0.531684698608964	0.501262753813516	0.493604628281318		
4.9	0.544531528322052	0.565840184994861	0.565871185237757	0.553457156235368	0.507805341568534	0.49806800618238	0.505051015254066	0.528041245228069		
5.13333333	0.571250445315283	0.569051901336074	0.559217530163236	0.562821913532074	0.517986221875318	0.508500772797527	0.518941307202748	0.522137825180054		
5.36666667	0.548984681154257	0.55299331963001	0.551233144073811	0.540970813173092	0.488461668985645	0.508500772797527	0.502525507627033	0.489669014915975		
5.6	0.554922218263864	0.597957348406989	0.563209723207949	0.542531606055876	0.503732989445821	0.505023183925811	0.507576522881099	0.496556338305325		
5.83333333	0.560859755373471	0.549781603288798	0.561878992193045	0.540970813173092	0.509841517629891	0.514296754250386	0.526517830083847	0.50934708174269		
6.06666667	0.586094288089301	0.596351490236382	0.571194109297374	0.56126112064929	0.51085960566057	0.517774343122102	0.501262753813516	0.497540241646661		
6.3	0.548984681154257	0.562628468653649	0.531272178850248	0.520680505696894	0.528167102182102	0.523570324574961	0.541670875846045	0.493604628281318		
6.53333333	0.571250445315283	0.564234326824255	0.552563875088715	0.539410020290307	0.509841517629891	0.495749613601236	0.507576522881099	0.506395371718682		
6.76666667	0.608360052250327	0.596351490236382	0.563209723207949	0.578429842359919	0.505769165507178	0.525888717156105	0.540408122032529	0.505411468377347		
7	0.569766061037881	0.581898766700925	0.559217530163236	0.586233806773841	0.505769165507178	0.527047913446677	0.511364784321649	0.511314888425361		
7.23333333	0.57718798242489	0.617227646454265	0.565871185237757	0.539410020290307	0.497624461261751	0.509659969088099	0.50378826144055	0.507379275060018		
7.46666667	0.586094288089301	0.59313977389517	0.568532647267566	0.590916185422194	0.526130926120745	0.505023183925811	0.518941307202748	0.524105631862726		
7.7	0.597969362308514	0.620439362795478	0.616438963804116	0.536288434524739	0.47929887670954	0.501545595054096	0.505051015254066	0.526073438545397		
7.93333333	0.60242251514072	0.577081192189106	0.580509226401703	0.579990635242703	0.520022397936675	0.513137557959814	0.530306091524396	0.508363178401354		
8.16666667	0.61132882080513	0.604380781089414	0.607123846699787	0.597159356953332	0.517986221875318	0.522411128284389	0.526517830083847	0.530992955252076		
8.4	0.595000593753711	0.604380781089414	0.605793115684883	0.60340252848447	0.507805341568534	0.492272024729521	0.507576522881099	0.53000905191074		
8.63333333	0.597969362308514	0.644527235354574	0.58583215046132	0.570625877945997	0.51696813384464	0.486476043276661	0.535357106778462	0.534928568617419		
8.86666667	0.61132882080513	0.649344809866393	0.597808729595458	0.592476978304979	0.512895781721926	0.492272024729521	0.52904333771088	0.52312172852139		
9.1	0.587578672366702	0.630074511819116	0.607123846699787	0.594037771187763	0.521040485967353	0.517774343122102	0.521466814829781	0.519186115156047		
9.33333333	0.614297589359934	0.615621788283659	0.595147267565649	0.583112221008272	0.52307666202871	0.517774343122102	0.536619860591979	0.515250501790704		
9.56666667	0.614297589359934	0.64613309352518	0.603131653655075	0.597159356953332	0.499660637323107	0.524729520865533	0.5	0.554606635444134		
9.8	0.646954043462772	0.649344809866393	0.592485805535841	0.623692835960668	0.513913869752605	0.530525502318392	0.541670875846045	0.535912471958755		
10.0333333	0.617266357914737	0.655768242548818	0.628415542938254	0.600280942718901	0.521040485967353	0.514296754250386	0.522729568643297	0.511314888425361		
10.2666667	0.617266357914737	0.630074511819116	0.599139460610362	0.597159356953332	0.515950045813961	0.53516228748068	0.556823921608243	0.540831988665433		
10.5	0.635078969243558	0.634892086330935	0.612446770759404	0.633057593257375	0.525112838090067	0.518933539412674	0.501262753813516	0.535912471958755		
10.7333333	0.652891580572379	0.642921377183967	0.631077004968063	0.606524114250039	0.512895781721926	0.513137557959814	0.512627538135165	0.530992955252076		
10.9666667	0.633594584966156	0.68146197327852	0.6111160397445	0.61744966442953	0.52918519021278	0.527047913446677	0.541670875846045	0.538864181982762		
11.2	0.626172663579147	0.642921377183967	0.619100425833925	0.64554393631965	0.527149014151424	0.531684698608964	0.510102030508132	0.547719312054784		
11.4333333	0.635078969243558	0.64613309352518	0.633738466997871	0.633057593257375	0.526130926120745	0.550231839258114	0.547984644913628	0.522137825180054		
11.6666667	0.636563353520959	0.647738951695786	0.6111160397445	0.643983143436866	0.513913869752605	0.536321483771252	0.565663198302859	0.530992955252076		
11.9	0.663282270514191	0.650950668036999	0.6430535841022	0.637739971905728	0.509841517629891	0.515455950540958	0.58713001313264	0.525089535204062		
12.1333333	0.676641729010806	0.675038540596095	0.657691625266146	0.64554393631965	0.528167102182102	0.524729520865533	0.563137690675826	0.535912471958755		
12.3666667	0.690001187507422	0.687885405960946	0.641722853087296	0.642422350554081	0.539366070519564	0.531684698608964	0.551772906354177	0.544767602030777		
12.6	0.681094881843011	0.692702980472765	0.660353087295955	0.633057593257375	0.502714901415142	0.514296754250386	0.540408122032529	0.517218308473376		
12.8333333	0.667735423346396	0.71679085303186	0.632407735982967	0.636179179022944	0.495588285200394	0.549072642967542	0.588392766946156	0.526073438545397		
13.0666667	0.672188576178601	0.695914696813977	0.641722853087296	0.654908693616357	0.521040485967353	0.546754250386399	0.597232043640772	0.537880278641426		
13.3	0.685548034675217	0.683067831449126	0.667006742370476	0.639300764788513	0.506787253537856	0.560664605873261	0.573239721183958	0.542799795348105		
13.5333333	0.701876261726636	0.694308838643371	0.62708481192335	0.629936007491806	0.515950045813961	0.538639876352396	0.575765228810991	0.56247786217482		
13.7666667	0.685548034675217	0.687885405960946	0.676321859474805	0.65959107226471	0.531221366274137	0.537480680061824	0.577027982624507	0.544767602030777		
14	0.678126113288208	0.69912641315519	0.653699432221434	0.64554393631965	0.527149014151424	0.536321483771252	0.570714213556925	0.537880278641426		
14.2333333	0.701876261726636	0.671826824254882	0.649707239176721	0.626814421726237	0.539366070519564	0.537480680061824	0.580816244065057	0.549687118737455		
14.4666667	0.706329414558841	0.708761562178828	0.66833747338538	0.619010457312315	0.538347982488886	0.510819165378671	0.593443782200222	0.553622732102798		
14.7	0.68851680323002	0.713579136690648	0.674991128459901	0.650226314968004	0.526130926120745	0.525888717156105	0.590918274573189	0.565429572198827		
14.9333333	0.707813798836243	0.675038540596095	0.664345280340667	0.637739971905728	0.545474598703635	0.536321483771252	0.55429841398121	0.567397378881499		
15.1666667	0.716720104500653	0.695914696813977	0.705597941802697	0.64554393631965	0.530203278243459	0.529366306027821	0.575765228810991	0.528041245228069		
15.4	0.724142025887662	0.736061151079137	0.704267210787793	0.679881379740908	0.547510774764991	0.550231839258114	0.588392766946156	0.559526152150813		
15.6333333	0.733048331552072	0.740878725590956	0.690959900638751	0.65959107226471	0.509841517629891	0.536321483771252	0.611122335589454	0.552638828761463		
15.8666667	0.721173257332858	0.73445529290853	0.685636976579134	0.661151865147495	0.51085960566057	0.560664605873261	0.58334175169209	0.575268605612185		
16.1	0.716720104500653	0.736061151079137	0.708259403832505	0.654908693616357	0.519004309905997	0.546754250386399	0.607334074148904	0.554606635444134		
16.3333333	0.752345327158295	0.75693730729702	0.682975514549326	0.667395036678633	0.549546950826348	0.569938176197836	0.577027982624507	0.56936518556417		
16.5666667	0.7567984799905	0.731243576567318	0.680314052519517	0.670516622444202	0.545474598703635	0.556027820710974	0.579553490251541	0.552638828761463		
16.8	0.736017100106876	0.728031860226105	0.698944286728176	0.720461994693304	0.534275630366172	0.557187017001545	0.594706536013739	0.553622732102798		
17.0333333	0.759767248545303	0.752119732785201	0.70959013484741	0.6908069299204	0.544456510672956	0.542117465224111	0.593443782200222	0.593962769097564		
17.2666667	0.774611091319321	0.744090441932169	0.716243789921931	0.642422350554081	0.532239454304816	0.547913446676971	0.628800888978685	0.588059349049549		
17.5	0.755314095713098	0.728031860226105	0.70959013484741	0.693928515685968	0.544456510672956	0.544435857805255	0.603545812708354	0.554606635444134		
17.7333333	0.733048331552072	0.772995889003083	0.696282824698368	0.672077415326986	0.528167102182102	0.552550231839258	0.602283058894838	0.561493958833484		
17.9666667	0.741954637216482	0.75693730729702	0.705597941802697	0.703293272982675	0.527149014151424	0.568778979907264	0.613647843216486	0.585107639025542		
18.2	0.76570478565491	0.744090441932169	0.713582327892122	0.720461994693304	0.547510774764991	0.594281298299845	0.607334074148904	0.599866189145578		
18.4333333	0.750860942880893	0.777813463514902	0.713582327892122	0.706414858748244	0.563800183255846	0.564142194744977	0.621224366097586	0.5949466724389		
18.6666667	0.779064244151526	0.768178314491264	0.744189141234919	0.726705166224442	0.539366070519564	0.564142194744977	0.627538135165168	0.613640835924279		
18.9	0.768673554209714	0.742484583761562	0.746850603264727	0.723583580458873	0.541402246580921	0.557187017001545	0.625012627538135	0.627415482702979		
19.1333333	0.755314095713098	0.755331449126413	0.748181334279631	0.71890120181052	0.55463739097974	0.571097372488408	0.611122335589454	0.579204218977528		
19.3666667	0.741954637216482	0.772995889003083	0.736204755145493	0.73294833775558	0.549546950826348	0.562982998454405	0.61617335084352	0.5949466724389		
19.6	0.761251632822705	0.782631038026722	0.714913058907026	0.731387544872795	0.543438422642278	0.561823802163833	0.619961612284069	0.598882285804243		
19.8333333	0.819142619641373	0.758543165467626	0.738866217175302	0.742313095052287	0.571944887501273	0.558346213292117	0.636377411859784	0.587075445708214		
20.0666667	0.787970549815936	0.777813463514902	0.753504258339248	0.734509130638364	0.547510774764991	0.562982998454405	0.646479442367916	0.570349088905506		
20.3	0.774611091319321	0.77460174717369	0.718905251951739	0.740752302169502	0.538347982488886	0.569938176197836	0.669209011011213	0.607737415876264		
20.5333333	0.783517396983731	0.79226618705036	0.753504258339248	0.717340408927735	0.528167102182102	0.559505409582689	0.6376401656733	0.603801802510921		
20.7666667	0.817658235363971	0.785842754367934	0.752173527324344	0.748556266583424	0.564818271286524	0.546754250386399	0.630063642792201	0.604785705852257		
21	0.807267545422159	0.8275950668037	0.746850603264727	0.750117059466209	0.557691655071775	0.550231839258114	0.630063642792201	0.619544255972293		
21.2333333	0.802814392589954	0.787448612538541	0.716243789921931	0.736069923521149	0.566854447347881	0.559505409582689	0.599757551267805	0.600850092486914		
21.4666667	0.780548628428928	0.793872045220966	0.733543293115685	0.73294833775558	0.553619302949062	0.559505409582689	0.650267703808465	0.607737415876264		
21.7	0.798361239757748	0.766572456320658	0.729551100070972	0.715779616044951	0.563800183255846	0.583848531684699	0.622487119911102	0.603801802510921		
21.9333333	0.805783161144757	0.806718910585817	0.754834989354152	0.765724988294053	0.547510774764991	0.593122102009274	0.638902919486817	0.633318902750994		
22.1666667	0.816173851086569	0.787448612538541	0.765480837473386	0.748556266583424	0.559727831133132	0.579211746522411	0.642691180927366	0.605769609193593		
22.4	0.79984562403515	0.760149023638232	0.746850603264727	0.709536444513813	0.540384158550243	0.600077279752705	0.646479442367916	0.614624739265615		
22.6333333	0.8428927680798	0.779419321685509	0.754834989354152	0.786015295770251	0.559727831133132	0.595440494590417	0.636377411859784	0.611673029241607		
22.8666667	0.838439615247595	0.800295477903392	0.742858410220014	0.765724988294053	0.574999151593308	0.583848531684699	0.622487119911102	0.618560352630958		
23.1	0.866642916518228	0.800295477903392	0.760157913413769	0.725144373341658	0.566854447347881	0.610510046367852	0.672997272451763	0.623479869337636		
23.3333333	0.816173851086569	0.795477903391573	0.773465223562811	0.795380053066958	0.577035327654665	0.615146831530139	0.657844226689565	0.622495965996301		
23.5666667	0.779064244151526	0.835624357656732	0.742858410220014	0.748556266583424	0.566854447347881	0.583848531684699	0.657844226689565	0.625447676020308		
23.8	0.787970549815936	0.79226618705036	0.734874024130589	0.756360230997347	0.555655479010419	0.60935085007728	0.671734518638246	0.635286709433665		
24.0333333	0.829533309583185	0.832412641315519	0.810725691980128	0.800062431715311	0.587216207961448	0.608191653786708	0.676785533892312	0.629383289385651		
24.2666667	0.820627003918774	0.805113052415211	0.770803761533002	0.736069923521149	0.614704584789765	0.595440494590417	0.647742196181432	0.621512062654965		
24.5	0.838439615247595	0.838836073997945	0.75749645138396	0.768846574059622	0.600451352360267	0.601236476043277	0.671734518638246	0.63430280609233		
24.7333333	0.828048925305783	0.801901336073998	0.753504258339248	0.762603402528485	0.613686496759086	0.580370942812983	0.662895241943631	0.628399386044315		
24.9666667	0.826564541028381	0.837230215827338	0.770803761533002	0.778211331356329	0.616740760851122	0.593122102009274	0.679311041519345	0.64119012948168		
25.2	0.841408383802399	0.787448612538541	0.742858410220014	0.771968159825191	0.605541792513659	0.60355486862442	0.669209011011213	0.632334999409658		
25.4333333	0.854767842299014	0.813142343268243	0.796087650816182	0.748556266583424	0.610632232667051	0.617465224111283	0.686887564400445	0.637254516116337		
25.6666667	0.865158532240826	0.829200924974306	0.780118878637332	0.773528952707976	0.625903553127227	0.618624420401855	0.675522780078796	0.646109646188359		
25.9	0.880002375014844	0.848471223021583	0.778788147622427	0.781332917121898	0.625903553127227	0.619783616692427	0.67047176482473	0.624463772678972		
26.1333333	0.848830305189407	0.822777492291881	0.744189141234919	0.773528952707976	0.624885465096549	0.620942812982998	0.667946257197697	0.666771616356409		
26.3666667	0.850314689466809	0.793872045220966	0.753504258339248	0.756360230997347	0.630993993280619	0.624420401854714	0.710879886857258	0.652996969577709		
26.6	0.869611685073032	0.842047790339157	0.80806422995032	0.778211331356329	0.605541792513659	0.639489953632148	0.713405394484291	0.614624739265615		
26.8333333	0.844377152357202	0.869347379239466	0.780118878637332	0.786015295770251	0.646265313740795	0.632534775888717	0.712142640670775	0.636270612775001		
27.0666667	0.860705379408621	0.840441932168551	0.758827182398865	0.806305603246449	0.626921641157906	0.632534775888717	0.707091625416709	0.628399386044315		
27.3	0.882971143569647	0.800295477903392	0.75749645138396	0.786015295770251	0.640156785556725	0.651081916537867	0.703303363976159	0.683497973159117		
27.5333333	0.857736610853818	0.80993062692703	0.777457416607523	0.77508974559076	0.626921641157906	0.634853168469861	0.688150318213961	0.68054626313511		
27.7666667	0.841408383802399	0.825989208633094	0.762819375443577	0.795380053066958	0.633030169341976	0.634853168469861	0.69572684109506	0.677594553111102		
28	0.890393064956656	0.819565775950668	0.793426188786373	0.78913688153582	0.647283401771473	0.633693972179289	0.69572684109506	0.675626746428431		
28.2333333	0.890393064956656	0.829200924974306	0.74152767920511	0.773528952707976	0.654410017986222	0.611669242658423	0.727295686432973	0.629383289385651		
28.4666667	0.856252226576416	0.816354059609455	0.797418381831086	0.809427189012018	0.667645162385041	0.664992272024729	0.709617133043742	0.666771616356409		
28.7	0.885939912124451	0.842047790339157	0.773465223562811	0.796940845949743	0.627939729188584	0.637171561051005	0.736134963127589	0.705143846668503		
28.9333333	0.881486759292245	0.803507194244604	0.761488644428673	0.84844701108163	0.640156785556725	0.641808346213292	0.704566117789676	0.666771616356409		
29.1666667	0.906721292008075	0.834018499486125	0.801410574875799	0.834399875136569	0.614704584789765	0.651081916537867	0.703303363976159	0.647093549529694		
29.4	0.859220995131219	0.84525950668037	0.804072036905607	0.78913688153582	0.632012081311297	0.616306027820711	0.714668148297808	0.66185209964973		
29.6333333	0.887424296401852	0.864529804727647	0.805402767920511	0.80318401748088	0.648301489802152	0.673106646058733	0.727295686432973	0.681530166476445		
29.8666667	0.869611685073032	0.80993062692703	0.812056422995032	0.787576088653036	0.659500458139614	0.636012364760433	0.712142640670775	0.688417489865796		
30.1	0.863674147963425	0.887011819116136	0.804072036905607	0.796940845949743	0.660518546170292	0.655718701700154	0.742448732195171	0.690385296548467		
30.3333333	0.874064837905237	0.866135662898253	0.777457416607523	0.829717496488216	0.636084433434011	0.67774343122102	0.733609455500556	0.681530166476445		
30.5666667	0.878517990737442	0.882194244604317	0.789433995741661	0.820352739191509	0.658482370108936	0.663833075734158	0.734872209314072	0.692353103231139		
30.8	0.880002375014844	0.866135662898253	0.79874911284599	0.80318401748088	0.660518546170292	0.654559505409583	0.72477017880594	0.691369199889803		
31.0333333	0.880002375014844	0.822777492291881	0.81471788502484	0.796940845949743	0.659500458139614	0.654559505409583	0.733609455500556	0.681530166476445		
31.2666667	0.909690060562878	0.817959917780062	0.812056422995032	0.778211331356329	0.637102521464689	0.655718701700154	0.766441054651985	0.679562359793774		
31.5	0.926018287614297	0.848471223021583	0.794756919801278	0.787576088653036	0.6554281060169	0.683539412673879	0.731083947873523	0.670707229721752		
31.7333333	0.928987056169101	0.858106372045221	0.790764726756565	0.812548774777587	0.64321104964876	0.675425038639876	0.723507424992423	0.710063363375182		
31.9666667	0.926018287614297	0.853288797533402	0.804072036905607	0.806305603246449	0.652373841924865	0.662673879443586	0.731083947873523	0.722854106812547		
32.2	0.906721292008075	0.850077081192189	0.813387154009936	0.790697674418605	0.68088030678386	0.678902627511592	0.763915547024952	0.68743358652446		
32.4333333	0.91117444484028	0.867741521068859	0.832017388218595	0.823474324957078	0.664590898293006	0.675425038639876	0.747499747449237	0.689401393207131		
32.6666667	0.914143213395084	0.819565775950668	0.82403300212917	0.810987981894803	0.663572810262328	0.678902627511592	0.75381351651682	0.700224329961825		
32.9	0.923049519059494	0.882194244604317	0.806733498935415	0.842203839550492	0.669681338446398	0.685857805255023	0.729821194060006	0.709079460033846		
33.1333333	0.897814986343665	0.893435251798561	0.832017388218595	0.846886218198845	0.672735602538433	0.684698608964451	0.732346701687039	0.713998976740525		
33.3666667	0.915627597672485	0.867741521068859	0.810725691980128	0.854690182612767	0.666627074354363	0.681221020092736	0.75381351651682	0.707111653351175		
33.6	0.920080750504691	0.909493833504625	0.837340312278212	0.840643046667707	0.650337665863508	0.702086553323029	0.739923224568138	0.693337006572474		
33.8333333	0.920080750504691	0.846865364850977	0.873270049680625	0.825035117839863	0.681898394814538	0.690494590417311	0.741185978381655	0.71990239678854		
34.0666667	0.885939912124451	0.912705549845838	0.836009581263307	0.812548774777587	0.697169715274714	0.678902627511592	0.757601777957369	0.71990239678854		
34.3	0.912658829117682	0.850077081192189	0.846655429382541	0.871858904323396	0.684952658906574	0.706723338485317	0.755076270330336	0.725805816836554		
34.5333333	0.915627597672485	0.869347379239466	0.826694464158978	0.843764632433276	0.668663250415719	0.726429675425039	0.760127285584402	0.706127750009839		
34.7666667	0.924533903336896	0.878982528263104	0.833348119233499	0.860933354143905	0.675789866630468	0.670788253477589	0.756339024143853	0.716950686764532		
35	0.905236907730673	0.850077081192189	0.817379347054649	0.798501638832527	0.704296331489463	0.720633693972179	0.786645115668249	0.713015073399189		
35.2333333	0.918596366227289	0.899858684480987	0.833348119233499	0.87654128297175	0.702260155428106	0.700927357032457	0.761390039397919	0.705143846668503		
35.4666667	0.917111981949887	0.858106372045221	0.84000177430802	0.859372561261121	0.690043099059966	0.684698608964451	0.741185978381655	0.70120823330316		
35.7	0.931955824723904	0.867741521068859	0.822702271114266	0.857811768378336	0.678844130722503	0.711360123647604	0.780331346600667	0.721870203471211		
35.9333333	0.926018287614297	0.89825282631038	0.826694464158978	0.825035117839863	0.694115451182679	0.729907264296754	0.75002525507627	0.703176039985832		
36.1666667	0.924533903336896	0.903070400822199	0.841332505322924	0.864054939909474	0.715495299826925	0.712519319938176	0.775280331346601	0.703176039985832		
36.4	0.921565134782092	0.840441932168551	0.828025195173882	0.815670360543156	0.698187803305393	0.685857805255023	0.786645115668249	0.724821913495218		
36.6333333	0.912658829117682	0.912705549845838	0.863954932576295	0.854690182612767	0.71244103573489	0.724111282843895	0.763915547024952	0.725805816836554		
36.8666667	0.920080750504691	0.888617677286742	0.847986160397445	0.843764632433276	0.704296331489463	0.712519319938176	0.780331346600667	0.714982880081861		
37.1	0.900783754898468	0.885405960945529	0.836009581263307	0.834399875136569	0.691061187090644	0.719474497681607	0.75381351651682	0.720886300129875		
37.3333333	0.937893361833511	0.907887975334019	0.849316891412349	0.856250975495552	0.708368683612176	0.744976816074189	0.758864531770886	0.751387303711283		
37.5666667	0.939377746110913	0.91591726618705	0.849316891412349	0.796940845949743	0.713459123765568	0.742658423493045	0.792958884735832	0.72678972017789		
37.8	0.921565134782092	0.882194244604317	0.857301277501775	0.806305603246449	0.721603828010995	0.739180834621329	0.770229316092535	0.721870203471211		
38.0333333	0.931955824723904	0.883800102774923	0.847986160397445	0.814109567660372	0.707350595581498	0.757727975270479	0.774017577533084	0.735644850249912		
38.2666667	0.957190357439734	0.887011819116136	0.878592973740241	0.834399875136569	0.725676180133709	0.738021638330757	0.792958884735832	0.763194143807312		
38.5	0.93640897755611	0.872559095580678	0.8652856635912	0.915561105041361	0.715495299826925	0.74613601236476	0.752550762703303	0.727773623519226		
38.7333333	0.909690060562878	0.911099691675231	0.863954932576295	0.870298111440612	0.699205891336071	0.732225656877898	0.771492069906051	0.711047266716518		
38.9666667	0.899299370621066	0.914311408016444	0.845324698367637	0.853129389729983	0.732802796348458	0.728748068006182	0.816951207192646	0.734660946908576		
39.2	0.897814986343665	0.930369989722508	0.878592973740241	0.846886218198845	0.692079275121322	0.743817619783617	0.77906859278715	0.734660946908576		
39.4333333	0.933440209001306	0.936793422404933	0.851978353442158	0.826595910722647	0.720585739980317	0.732225656877898	0.772754823719568	0.729741430201897		
39.6666667	0.896330602066263	0.901464542651593	0.851978353442158	0.839082253784923	0.710404859673533	0.717156105100464	0.805586422870997	0.767129757172655		
39.9	0.918596366227289	0.927158273381295	0.841332505322924	0.853129389729983	0.728730444225744	0.722952086553323	0.792958884735832	0.746467787004605		
40.1333333	0.940862130388315	0.899858684480987	0.867947125621008	0.859372561261121	0.720585739980317	0.741499227202473	0.800535407616931	0.751387303711283		
40.3666667	0.921565134782092	0.893435251798561	0.85597054648687	0.846886218198845	0.722621916041674	0.735703245749614	0.815688453379129	0.77303317722067		
40.6	0.926018287614297	0.91591726618705	0.866616394606104	0.851568596847198	0.721603828010995	0.744976816074189	0.824527730073745	0.758274627100634		
40.8333333	0.969065431658948	0.914311408016444	0.871939318665721	0.881223661620103	0.710404859673533	0.739180834621329	0.829578745327811	0.751387303711283		
41.0666667	0.963127894549341	0.86292394655704	0.863954932576295	0.834399875136569	0.720585739980317	0.748454404945904	0.803060915243964	0.739580463615255		
41.3	0.915627597672485	0.906282117163412	0.858632008516679	0.857811768378336	0.714477211796247	0.74613601236476	0.816951207192646	0.745483883663269		
