X	200-6.4	200-5	200-4	200-3.2	200-2.5	200-2	200-1.6	200-1.25	200-1
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.04859698492462312	0.002821970586737277	0.001704598255051648	0.0010859724775048596	0.0006934242787476341	0.0004227095977900053	0.00027038967734605013	0.00017300374682993613	0.00010557855442250297	6.75664034514023e-05
0.09719396984924623	0.011958512222464801	0.007006482741922948	0.004403675115307482	0.0027926464160188402	0.001696110337393475	0.0010831975776082192	0.0006925160061763691	0.0004224454017567325	0.00027030312410958324
0.14579095477386936	0.02953606966567901	0.016483799348833816	0.010134407642801047	0.006354760229311918	0.0038360367426123476	0.0024433405384599594	0.0015600392838051036	0.0009509939085085017	0.000608322642125736
0.19438793969849247	0.0594529727151224	0.03114404670751114	0.018586547137848908	0.01147571076015863	0.006868939209174418	0.004359013765859787	0.0027780758884144996	0.0016918790640428893	0.0010818122549797193
0.24298492462311558	0.10776077610651558	0.0524800021295283	0.0302038336278303	0.018291364376689434	0.01083196347712434	0.0068416904915507	0.004350125019525475	0.0026460165396176016	0.0016910338224822574
0.2915819095477387	0.1826787176034943	0.08252121481903885	0.0455745847048904	0.026978765491900147	0.01577304173482852	0.009906119355177823	0.006280678468088663	0.0038145813535129802	0.002436323408102181
0.3401788944723618	0.29316214873208457	0.12383686841723407	0.06543866910917517	0.037757301639296914	0.021750973953034602	0.01357031731730518	0.008575214705173084	0.005199006124698591	0.00331809081494161
0.38877587939698494	0.4440422097882146	0.1794066147744352	0.09068698848765044	0.05088936571349534	0.028835470163416033	0.017855555204778994	0.011240191066831051	0.006800978892396392	0.0043368190142037966
0.43737286432160805	0.6261118113790927	0.25222057845263857	0.12234523290170296	0.06667993079011636	0.03710711521028165	0.022786332228455386	0.01428303367374395	0.008622440473782134	0.005493063463520964
0.48596984924623116	0.8058625906334195	0.3444184181079978	0.16152975293367822	0.08547423204401372	0.046657206778608296	0.028390334985221588	0.017712124652168093	0.010665581326896545	0.0067874513120310676
0.5345668341708543	0.9342424784142414	0.455802921865592	0.2093589521295981	0.1076524800079004	0.05758740506404181	0.03469837555350108	0.021536786147706377	0.012932837880612946	0.00822068048861524
0.5831638190954774	0.9890013718547013	0.5818300170627	0.26680008132512234	0.13362021868160956	0.07000911824294054	0.04174430230900217	0.025767260545329185	0.015426888288232687	0.009793518669234613
0.6317608040201005	0.9994264533185384	0.7119019272771491	0.3344320086998227	0.1637926196530174	0.08404253204992473	0.049564876024424054	0.030414686227773657	0.018150647555945643	0.011506802118827819
0.6803577889447237	0.9999956373860776	0.8299048398481339	0.4121155624793952	0.19857073167335704	0.09981517468915135	0.05819960267791613	0.035491068120027336	0.02110726199200974	0.01336143440276183
0.7289547738693467	0.9999999986196924	0.9192672158419702	0.49859349020030463	0.23830759776563548	0.11745989082721742	0.06769051319264707	0.04100924218031965	0.024300102917083843	0.015358384962358418
0.7775517587939699	0.9999999999999977	0.9718577561034911	0.591101104061074	0.28326239473760473	0.1371120819714411	0.0780818790862503	0.046982832908382455	0.027732759570691656	0.017498687548555436
0.826148743718593	1.0	0.9936597914884067	0.6851555816197288	0.333541617162616	0.15890605737449093	0.08941985175953437	0.05342620285047073	0.031409031143334154	0.019783438507299467
0.8747457286432161	1.0	0.9992294926508615	0.7747760255434986	0.3890281788361327	0.18297033304120314	0.10175201195055761	0.06035439298885892	0.035332917858318935	0.022213794909814677
0.9233427135678393	1.0	0.9999608838935048	0.8533841075713329	0.449302532184394	0.20942172109757617	0.11512681479544962	0.06778305281274832	0.039508611021968565	0.024790972520444488
0.9719396984924623	1.0	0.9999994221226605	0.9154188286656605	0.5135647921239052	0.23835807393584918	0.12959291506890702	0.07572835877968953	0.043940481955548005	0.027516243594325696
1.0205366834170855	1.0	0.999999998509996	0.9582046384909751	0.5805732783964025	0.2698495950811466	0.14519835665297154	0.08420691979427475	0.048633069717058275	0.03039093449672503
1.0691336683417085	1.0	0.9999999999996746	0.9830634704779309	0.6486218837423154	0.3039287110994435	0.16198961026556002	0.09323566825710383	0.05359106751603104	0.03341642313545723
1.1177306532663316	1.0	1.0	0.994677467238005	0.7155838423562266	0.34057862652796	0.1800104441731616	0.1028317351757565	0.05881930771970523	0.03659413619740104
1.1663276381909549	1.0	1.0	0.9987923457543606	0.7790486475777794	0.379720866884542	0.19930061426132473	0.11301230778537152	0.06432274534453286	0.03992554617974764
1.214924623115578	1.0	1.0	0.9998194958571128	0.8365665967507355	0.421202360765646	0.21989436273290763	0.1237944681050328	0.07010643992295129	0.043412168206257595
1.263521608040201	1.0	1.0	0.9999841970237798	0.885987246827923	0.46478292193877924	0.24181871918071352	0.13519501086406704	0.0761755356318724	0.04705555661846117
1.3121185929648242	1.0	1.0	0.9999993028456988	0.9258350870403438	0.5101243554930042	0.26509160420576094	0.14723023927721823	0.0825352395664869	0.050857301331428295
1.3607155778894473	1.0	1.0	0.9999999872211163	0.955620590455417	0.556782799242163	0.28971974451129845	0.15991573723827823	0.08919079804091246	0.05481902394345639
1.4093125628140704	1.0	1.0	0.9999999999239858	0.9759639270447523	0.6042062671982217	0.3156964198738177	0.17326611664806402	0.09614747079606822	0.05894237358877907
1.4579095477386934	1.0	1.0	0.9999999999998931	0.9884431687241729	0.6517395979736434	0.3429990769044441	0.18729473880575476	0.10341050299510501	0.0632290225221982
1.5065065326633167	1.0	1.0	1.0	0.9951797496291152	0.6986390050770463	0.3715868622876799	0.20201340908472143	0.11098509488795794	0.06768066142438389
1.5551035175879397	1.0	1.0	1.0	0.9983034390493158	0.7440980299465957	0.4013981492520423	0.21743204449820885	0.11887636902931598	0.07229899441648102
1.6037005025125628	1.0	1.0	1.0	0.9995124437581947	0.7872857629991707	0.43234815513089386	0.23355831425036988	0.12708933493874852	0.07708573377261574
1.652297487437186	1.0	1.0	1.0	0.9998900126404965	0.8273966203719787	0.46432677433914704	0.25039725397825463	0.13562885109815193	0.08204259431890781
1.7008944723618091	1.0	1.0	1.0	0.9999814171362869	0.8637087596355363	0.49719677869395607	0.2679508551342671	0.14449958419033726	0.08717128750768732
1.7494914572864322	1.0	1.0	1.0	0.9999977768913156	0.8956456042714587	0.5307925638131477	0.28621763184912286	0.15370596549377114	0.09247351515577718
1.7980884422110552	1.0	1.0	1.0	0.9999998238910675	0.922832413965574	0.5649196435669356	0.3051921686633031	0.16325214436251134	0.09795096283596127
1.8466854271356785	1.0	1.0	1.0	0.9999999914725618	0.9451381526600955	0.5993551105487862	0.3248646537280757	0.17314193873757144	0.10360529291110399
1.8952824120603016	1.0	1.0	1.0	0.9999999997706132	0.9626929910682193	0.6338492846692453	0.34522040345823213	0.18337878265664986	0.10943813720084972
1.9438793969849246	1.0	1.0	1.0	0.9999999999969418	0.9758744197399366	0.6681287589062159	0.3662393861641854	0.19396567075371307	0.11545108927139502
1.992476381909548	1.0	1.0	1.0	0.9999999999999823	0.9852603509908765	0.7019010152329602	0.3878957538886447	0.2049050997686902	0.12164569633952937
2.041073366834171	1.0	1.0	1.0	1.0	0.9915549473999219	0.7348607193441142	0.4101573934993986	0.2161990071208807	0.1280234507829705
2.089670351758794	1.0	1.0	1.0	1.0	0.9955002541470644	0.7666977058512496	0.4329855100076092	0.22784870663793289	0.13458578125000353
2.138267336683417	1.0	1.0	1.0	1.0	0.9977913102757293	0.7971065345957598	0.4563342570368505	0.2398548215757712	0.1413340433625737
2.18686432160804	1.0	1.0	1.0	1.0	0.9990119075395332	0.825797336343322	0.4801504312889787	0.2522172151139208	0.14826951000829736
2.235461306532663	1.0	1.0	1.0	1.0	0.9996019604651621	0.8525074810198563	0.5043732496441846	0.26493491856558127	0.15539336121834935
2.2840582914572867	1.0	1.0	1.0	1.0	0.9998575751329541	0.8770134097859452	0.5289342290759523	0.2780060576027248	0.16270667362988667
2.3326552763819097	1.0	1.0	1.0	1.0	0.9999554273861635	0.8991417975104161	0.5537571907143446	0.291427776863592	0.17021040953356426
2.381252261306533	1.0	1.0	1.0	1.0	0.9999880107960744	0.9187790855591963	0.5787584099862683	0.30519616338324596	0.17790540550883438
2.429849246231156	1.0	1.0	1.0	1.0	0.9999972824252088	0.9358783813700797	0.603846934611109	0.3193061693672574	0.18579236065208093
2.478446231155779	1.0	1.0	1.0	1.0	0.9999994923628943	0.9504627948150219	0.6289250911305477	0.33375153491389586	0.19387182440525186
2.527043216080402	1.0	1.0	1.0	1.0	0.99999992380001	0.9626244963740797	0.6538891983916557	0.34852471138099794	0.20214418399552803
2.575640201005025	1.0	1.0	1.0	1.0	0.9999999910667845	0.9725191444503525	0.6786305027778654	0.3636167861893713	0.210609651499713
2.6242371859296485	1.0	1.0	1.0	1.0	0.999999999208009	0.980355816844801	0.7030363448119997	0.3790174099543341	0.21926825055045296
2.6728341708542716	1.0	1.0	1.0	1.0	0.9999999999487992	0.9863831394914482	0.7269915599042234	0.39471472693967935	0.2281198027051251
2.7214311557788946	1.0	1.0	1.0	1.0	0.9999999999976836	0.9908728476479933	0.7503801074233616	0.4106953099325822	0.2371639135022503
2.7700281407035177	1.0	1.0	1.0	1.0	0.9999999999999301	0.9941024347500728	0.7730869119738766	0.4269441007419794	0.24639995823462202
2.8186251256281407	1.0	1.0	1.0	1.0	0.9999999999999987	0.9963387384090489	0.7949998889400265	0.44344435762464607	0.255827067472986
2.8672221105527638	1.0	1.0	1.0	1.0	1.0	0.997824209550829	0.8160121133576336	0.46017761104004484	0.26544411237906695
2.915819095477387	1.0	1.0	1.0	1.0	1.0	0.9987671974506493	0.8360240775301536	0.47712362922410845	0.2752496898520136
2.9644160804020103	1.0	1.0	1.0	1.0	1.0	0.9993369249077246	0.8549459692663699	0.4942603951500667	0.2852421075579167
3.0130130653266334	1.0	1.0	1.0	1.0	1.0	0.9996630593890439	0.8726998901376459	0.5115640965074586	0.29541936889794673
3.0616100502512564	1.0	1.0	1.0	1.0	1.0	0.9998390820877681	0.8892219228736666	0.5290091303743412	0.3057791579768371
3.1102070351758795	1.0	1.0	1.0	1.0	1.0	0.9999281796430939	0.9044639502082634	0.5465681242778229	0.31631882463988936
3.1588040201005025	1.0	1.0	1.0	1.0	1.0	0.9999702293400959	0.9183951254654488	0.564211975329441	0.3270353696533931
3.2074010050251256	1.0	1.0	1.0	1.0	1.0	0.9999886162379615	0.9310028991724981	0.5819099090793658	0.3379254301102709
3.2559979899497486	1.0	1.0	1.0	1.0	1.0	0.9999960140778491	0.9422935169948586	0.5996295596515582	0.34898526514989225
3.304594974874372	1.0	1.0	1.0	1.0	1.0	0.99999873231168	0.9522919228797871	0.6173370725954554	0.36021074208825477
3.353191959798995	1.0	1.0	1.0	1.0	1.0	0.9999996369965876	0.9610410274389276	0.6349972317132824	0.3715973230621047
3.4017889447236183	1.0	1.0	1.0	1.0	1.0	0.9999999073070373	0.9686003344906673	0.6525736108908425	0.38314005229795944
3.4503859296482413	1.0	1.0	1.0	1.0	1.0	0.9999999791137122	0.9750439566357539	0.6700287516694307	0.39483354412437666
3.4989829145728644	1.0	1.0	1.0	1.0	1.0	0.9999999958943963	0.9804580911676725	0.6873243669440794	0.40667197185306747
3.5475798994974874	1.0	1.0	1.0	1.0	1.0	0.9999999993047182	0.9849380671397997	0.7044215707567234	0.4186490576615256
3.5961768844221105	1.0	1.0	1.0	1.0	1.0	0.999999999899935	0.9885851090984022	0.7212811336717058	0.43075806361661584
3.644773869346734	1.0	1.0	1.0	1.0	1.0	0.9999999999879423	0.991502988779226	0.7378637626770892	0.4429917839849322
3.693370854271357	1.0	1.0	1.0	1.0	1.0	0.9999999999988032	0.9937947492812588	0.7541304039526071	0.4553425389815826
3.74196783919598	1.0	1.0	1.0	1.0	1.0	0.9999999999999039	0.9955596841844025	0.7700425661908027	0.4678021701142434
3.790564824120603	1.0	1.0	1.0	1.0	1.0	0.9999999999999939	0.9968907356292064	0.7855626614621172	0.48036203728370963
3.839161809045226	1.0	1.0	1.0	1.0	1.0	0.9999999999999997	0.997872441360721	0.8006543598910987	0.4930130178056037
3.8877587939698492	1.0	1.0	1.0	1.0	1.0	1.0	0.9985795141240766	0.8152829536768583	0.5057455075202053
3.9363557788944723	1.0	1.0	1.0	1.0	1.0	1.0	0.9990760825007236	0.8294157252675497	0.5185494241583898
3.984952763819096	1.0	1.0	1.0	1.0	1.0	1.0	0.9994155665768754	0.8430223138108311	0.5314142131311942
4.033549748743718	1.0	1.0	1.0	1.0	1.0	1.0	0.9996411114890991	0.8560750733781702	0.5443288559084002
4.082146733668342	1.0	1.0	1.0	1.0	1.0	1.0	0.9997864630104425	0.868549415931524	0.5572818811475391
4.1307437185929645	1.0	1.0	1.0	1.0	1.0	1.0	0.9998771463267234	0.8804241315993763	0.5702613787286654
4.179340703517588	1.0	1.0	1.0	1.0	1.0	1.0	0.9999318038898446	0.891681678589276	0.583255016841954
4.2279376884422115	1.0	1.0	1.0	1.0	1.0	1.0	0.9999635597573279	0.9023084350191332	0.596250062264418
4.276534673366834	1.0	1.0	1.0	1.0	1.0	1.0	0.9999813025773705	0.9122949051306175	0.6092334039486735
4.325131658291458	1.0	1.0	1.0	1.0	1.0	1.0	0.9999908120140502	0.9216358727816213	0.622191580030489
4.37372864321608	1.0	1.0	1.0	1.0	1.0	1.0	0.999995687963712	0.9303304958209184	0.6351108083427168
4.422325628140704	1.0	1.0	1.0	1.0	1.0	1.0	0.9999980730307736	0.9383823359380113	0.6479770205009798
4.470922613065326	1.0	1.0	1.0	1.0	1.0	1.0	0.9999991826266094	0.9457993198545712	0.6607758996010522
4.51951959798995	1.0	1.0	1.0	1.0	1.0	1.0	0.9999996720153879	0.9525936292675393	0.6734929215391942
4.568116582914573	1.0	1.0	1.0	1.0	1.0	1.0	0.99999987594545	0.9587815187394662	0.6861133999347209
4.616713567839196	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999559408493	0.9643830627146759	0.6986225345988533
4.6653105527638195	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999853663024	0.9694218349596391	0.7110054634554726
4.713907537688442	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999954743357	0.973924525906352	0.7232473177779439
4.762504522613066	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999987027769	0.9779205055289346	0.7353332805619036
4.811101507537688	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999996570624	0.9814413414062355	0.7472486478070897
4.859698492462312	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999168219	0.9845202834117865	0.7589788924323726
4.908295477386935	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999815934	0.9871917279220399	0.7705097304975116
4.956892462311558	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999963057	0.9894906754469202	0.78182718935347
5.005489447236181	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999993318	0.9914521960803331	0.7929176772909579
5.054086432160804	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999998918	0.9931109170816513	0.8037680542050671
5.102683417085427	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999845	0.9945005462005149	0.8143657027432297
5.15128040201005	1.0	1.0	1.0	1.0	1.0	1.0	0.999999999999998	0.9956534430492477	0.8246985993552469
5.1998773869346735	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999998	0.9966002489504594	0.8347553846188516
5.248474371859297	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9973695833212778	0.8445254321732627
5.29707135678392	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9979878119157153	0.8539989155576824
5.345668341708543	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9984788892788232	0.8631668722228665
5.394265326633166	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9988642747377193	0.872021263963012
5.442862311557789	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9991629183418936	0.8805550330034895
5.491459296482412	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9993913105407224	0.8887621529785726
5.540056281407035	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9995635872036684	0.8966376740434404
5.588653266331659	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9996916799701363	0.9041777613872948
5.637250251256281	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9997855009404565	0.9113797264503745
5.685847236180905	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9998531504160799	0.9182420501975391
5.7344442211055275	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999011367425117	0.924764397865421
5.783041206030151	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999345982301531	0.9309476246789922
5.831638190954774	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999575185120921	0.9367937721266021
5.880235175879397	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999729284010751	0.9423060544895424
5.928832160804021	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999830891736016	0.9474888354420558
5.977429145728643	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999896540827445	0.9523475946690674
6.026026130653267	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999938066453868	0.9568888845899867
6.074623115577889	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999963757556289	0.961120277425507
6.123220100502513	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999979288723482	0.965050302997785
6.1718170854271355	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999988453826368	0.9686883778097143
6.220414070351759	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999993727583476	0.9720447261028698
6.2690110552763825	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999996683347522	0.9751302937424928
6.317608040201005	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999998295040825	0.9779566559178091
6.366205025125629	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999148990095	0.9805359197731579
6.414802010050251	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999588096459	0.9828806231959991
6.463398994974875	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999806934216	0.9850036310782027
6.511995979899497	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999912492276	0.9869180304336986
6.560592964824121	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99999999617022	0.9886370257956616
6.609189949748744	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999983841011	0.9901738363275506
6.657786934673367	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999993437579	0.9915415960628862
6.70638391959799	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999997439121	0.9927532586378093
6.754980904522613	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999041433	0.9938215077983494
6.8035778894472365	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999656471	0.9947586748520321
6.852174874371859	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999882354	0.9955766640931172
6.900771859296483	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999961577	0.9962868870655132
6.949368844221106	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999988058	0.9969002063413452
6.997965829145729	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999996475	0.9974268892912269
7.046562814070352	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999014	0.9978765721101284
7.095159798994975	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999739	0.9982582341465239
7.143756783919598	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999936	0.9985801823686851
7.192353768844221	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999984	0.9988500455970507
7.2409507537688445	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999997	0.9990747779418144
7.289547738693468	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999999	0.999260670715964
7.338144723618091	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999413371951004
7.386741708542714	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9995379125294668
7.435338693467337	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9996387378679303
7.48393567839196	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9997197440380975
7.532532663316583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9997843172017173
7.581129648241206	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9998353752564827
7.62972663316583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9998754106419976
7.678323618090452	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999906533333764
7.726920603015076	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999305131542593
7.7755175879396985	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999488206482197
7.824114572864322	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999626658984885
7.872711557788945	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999730347933998
7.921308542713568	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999807223910334
7.969905527638192	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999986363154662
8.018502512562815	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999904579529044
8.067099497487437	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999933978239609
8.11569648241206	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999954845933451
8.164293467336684	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999969485072387
8.212890452261307	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999979630985469
8.261487437185929	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999986575403693
8.310084422110553	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999991267632005
8.358681407035176	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999994396195714
8.4072783919598	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999996453753396
8.455875376884423	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999997787929151
8.504472361809045	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999998640509025
8.553069346733668	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999177193538
8.601666331658292	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999509822238
8.650263316582915	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999712705084
8.698860301507539	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999983442385
8.74745728643216	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999906215045
8.796054271356784	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999947820855
8.844651256281407	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999971500025
8.893248241206031	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999984727034
8.941845226130653	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999991974476
8.990442211055276	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999995867376
9.0390391959799	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999997915968
9.087636180904523	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999998971457
9.136233165829147	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999503538
9.184830150753768	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999765797
9.233427135678392	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99999999998921
9.282024120603015	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999951487
9.330621105527639	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999999997873
9.379218090452262	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999990913
9.427815075376884	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999996221
9.476412060301508	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999998471
9.525009045226131	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999398
9.573606030150755	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999999999977
9.622203015075376	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999915
9.6708	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999969
